supplier_id,quality_score,delivery_score,flexibility_score,innovation_score,esg_score,risk_score,ppm_simulated,otif_simulated,avg_lead_time_days,response_time_hours,warranty_claim_rate,rnd_ratio,scope3_score,digital_maturity_score
GSUP_00214,89.75,86.87,80.8,47.39,64.95,41.94,102.0,0.8072,10.7,41.1,0.0298,0.1739,40.8,1.8
GSUP_00377,87.94,88.37,94.76,68.14,66.03,34.88,1073.0,0.8689,5.4,21.2,0.0219,0.156,51.5,2.5
GSUP_00272,81.49,84.35,75.21,48.83,53.93,41.64,402.0,0.7652,6.3,9.5,0.0223,0.1403,37.3,2.3
GSUP_00501,71.12,78.11,71.33,78.41,56.83,41.02,156.0,0.7704,12.1,39.0,0.0088,0.1648,41.0,3.2
GSUP_00318,80.05,77.04,80.35,89.02,74.92,17.49,375.0,0.7058,9.9,9.5,0.0227,0.1885,66.8,3.7
GSUP_00541,88.37,84.54,82.72,57.39,67.34,18.24,52.0,0.8133,8.7,33.7,0.0144,0.1621,54.9,2.4
GSUP_00509,92.64,87.47,65.56,70.87,74.32,24.55,207.0,0.8655,5.7,24.6,0.0061,0.17,54.6,3.1
GSUP_00217,72.95,73.5,65.36,64.72,59.06,30.12,790.0,0.7248,9.2,6.5,0.0389,0.2,44.3,2.4
GSUP_00417,92.8,84.57,88.02,69.47,72.19,22.98,94.0,0.7261,9.1,58.5,0.0151,0.1688,53.9,2.3
GSUP_00278,88.97,84.68,64.95,82.81,61.7,24.51,40.0,0.7459,11.9,7.4,0.0125,0.1775,49.1,3.6
GSUP_00121,92.46,87.06,78.97,58.41,55.98,22.35,767.0,0.8023,13.1,111.6,0.0024,0.132,45.6,2.0
GSUP_00421,86.07,86.79,91.04,34.33,54.26,45.3,637.0,0.7939,7.7,2.2,0.0089,0.1148,52.9,1.6
GSUP_00416,86.92,82.81,68.07,48.01,64.43,31.17,769.0,0.7835,8.8,9.3,0.0421,0.1121,42.0,1.5
GSUP_00476,92.18,88.27,74.65,41.18,47.11,36.77,145.0,0.8754,10.7,7.4,0.0019,0.0882,37.5,1.5
GSUP_00351,81.31,78.78,71.09,70.65,54.35,37.35,847.0,0.683,9.6,2.3,0.0258,0.1527,41.9,2.4
GSUP_00573,94.35,89.31,71.66,50.81,61.66,40.19,139.0,0.8197,7.3,33.6,0.0063,0.1162,54.1,2.1
GSUP_00031,85.46,83.35,78.23,42.93,59.67,42.48,116.0,0.7325,13.4,30.4,0.0267,0.0879,49.5,1.9
GSUP_00132,91.41,91.31,68.56,35.47,54.69,20.99,37.0,0.8986,9.4,39.7,0.0108,0.0982,46.7,1.1
GSUP_00269,92.29,86.86,84.08,75.1,51.87,47.41,166.0,0.864,12.8,9.1,0.0087,0.1525,43.2,2.9
GSUP_00539,69.39,77.66,82.95,71.78,80.71,37.46,204.0,0.7159,8.2,16.1,0.0704,0.1539,59.9,3.3
GSUP_00569,89.92,87.01,73.5,54.28,59.18,30.94,1979.0,0.7531,7.8,27.8,0.0181,0.1412,53.4,2.1
GSUP_00275,80.4,81.17,66.6,75.12,69.1,39.22,81.0,0.7855,12.3,15.9,0.0241,0.1628,59.3,3.3
GSUP_00236,74.07,67.2,87.2,39.51,61.66,47.69,467.0,0.6414,9.9,30.7,0.0362,0.1159,53.9,2.0
GSUP_00584,83.62,83.72,80.86,61.15,70.92,41.03,297.0,0.7562,11.0,26.1,0.0447,0.1307,63.1,2.9
GSUP_00254,93.65,92.02,60.73,58.83,71.55,18.0,151.0,0.9046,5.2,4.9,0.0085,0.1809,59.3,2.8
GSUP_00382,82.93,81.55,63.87,58.73,52.97,41.2,468.0,0.8126,11.6,38.5,0.0408,0.1222,49.8,2.2
GSUP_00184,90.26,90.93,78.09,51.08,68.9,33.4,66.0,0.849,7.7,32.6,0.0236,0.1029,57.0,2.5
GSUP_00219,86.34,86.98,68.97,80.26,71.36,30.74,633.0,0.8131,6.2,27.6,0.0089,0.2,56.0,3.5
GSUP_00353,78.2,83.45,67.84,48.42,51.7,33.97,268.0,0.7465,8.2,6.0,0.0138,0.1248,41.3,2.3
GSUP_00514,97.29,89.04,73.81,80.62,65.28,16.56,94.0,0.8349,8.6,9.5,0.0044,0.1665,52.1,2.7
GSUP_00303,88.42,86.79,66.83,77.57,71.09,34.55,518.0,0.7949,8.7,14.0,0.029,0.2,54.3,3.6
GSUP_00207,95.28,84.98,80.29,58.01,58.31,20.26,437.0,0.7609,7.7,9.9,0.0038,0.13,54.8,2.6
GSUP_00295,78.15,78.39,73.03,38.37,56.43,39.79,1298.0,0.6742,14.2,8.2,0.0387,0.1371,46.6,1.8
GSUP_00034,76.42,82.28,80.88,51.44,58.33,36.09,789.0,0.7306,8.7,41.3,0.0426,0.1169,47.1,1.6
GSUP_00571,90.03,82.78,78.65,49.93,51.2,16.81,266.0,0.7282,8.6,26.4,0.0013,0.1126,42.9,1.7
GSUP_00358,89.14,87.63,84.08,89.0,82.02,19.81,265.0,0.8161,5.7,22.0,0.0209,0.1899,80.5,4.0
GSUP_00169,84.86,80.54,82.4,65.38,76.82,37.46,677.0,0.7573,14.5,8.1,0.0128,0.1389,55.8,2.6
GSUP_00360,90.97,82.63,80.49,65.72,61.08,24.48,649.0,0.7778,7.1,62.0,0.0123,0.1467,44.6,2.5
GSUP_00341,81.97,85.16,77.16,76.62,70.46,27.88,71.0,0.7735,8.2,7.1,0.0047,0.1653,49.5,3.4
GSUP_00270,76.19,79.98,80.4,65.17,66.69,30.27,363.0,0.7303,11.9,40.0,0.0207,0.1311,52.2,2.2
GSUP_00321,76.28,73.91,83.23,64.68,68.69,32.39,1078.0,0.7207,8.9,83.6,0.0299,0.1354,56.2,2.5
GSUP_00530,88.33,81.89,81.19,67.2,81.97,47.69,234.0,0.7545,8.9,33.2,0.0175,0.1392,63.3,2.6
GSUP_00411,76.3,79.99,95.21,84.9,73.5,26.65,307.0,0.7984,7.8,120.0,0.0234,0.2,56.1,3.2
GSUP_00239,93.79,91.99,73.37,85.21,56.79,40.23,107.0,0.8426,8.9,27.3,0.0074,0.1887,46.1,3.2
GSUP_00445,89.19,84.12,57.24,41.38,63.17,26.86,330.0,0.797,8.7,7.9,0.0194,0.1116,48.0,1.4
GSUP_00094,91.1,90.22,71.0,75.54,57.87,20.85,2385.0,0.7737,10.8,7.5,0.013,0.2,47.8,2.7
GSUP_00376,94.05,90.91,79.73,45.4,54.63,29.54,163.0,0.8618,11.6,11.4,0.0031,0.1115,49.3,2.0
GSUP_00433,86.24,84.46,79.78,60.66,57.81,32.07,202.0,0.8258,9.2,2.2,0.006,0.2,49.6,2.8
GSUP_00259,80.66,84.09,73.65,46.35,49.41,32.47,114.0,0.8336,10.1,29.5,0.0434,0.1002,43.9,1.9
GSUP_00460,76.04,75.9,62.88,53.32,52.66,41.41,40.0,0.7587,10.2,9.5,0.045,0.1108,47.6,1.9
GSUP_00117,86.96,84.89,80.29,39.94,53.74,31.42,363.0,0.7575,7.5,42.5,0.0216,0.0902,44.4,1.3
GSUP_00429,78.39,78.58,63.78,71.15,78.56,35.08,541.0,0.7357,10.4,12.7,0.0284,0.155,62.1,3.2
GSUP_00524,77.07,79.45,89.34,68.63,70.97,46.99,212.0,0.729,14.3,17.7,0.0204,0.1824,52.9,3.2
GSUP_00557,77.77,78.73,72.73,87.06,60.42,23.03,872.0,0.7358,8.9,82.9,0.0168,0.1905,46.4,3.3
GSUP_00534,75.89,74.61,82.29,69.27,61.94,30.53,1047.0,0.6518,9.2,8.7,0.0437,0.1454,46.9,2.6
GSUP_00507,88.56,87.49,74.11,40.37,51.77,21.59,246.0,0.856,7.0,32.7,0.008,0.1079,45.1,1.7
GSUP_00149,78.31,84.97,57.28,73.68,54.23,24.77,300.0,0.8382,7.7,35.8,0.0322,0.1615,45.1,3.2
GSUP_00081,90.58,89.01,66.81,50.63,50.13,28.87,1326.0,0.8166,5.4,8.0,0.0169,0.1048,43.6,2.0
GSUP_00592,90.07,88.48,75.53,62.17,76.33,33.48,180.0,0.7893,7.4,18.7,0.0054,0.1415,55.3,2.6
GSUP_00178,85.63,85.57,60.68,45.45,70.64,11.89,623.0,0.7455,7.9,12.3,0.0162,0.1394,63.7,2.0
GSUP_00227,90.0,90.98,91.43,81.58,66.31,22.96,198.0,0.8667,7.5,37.5,0.0181,0.2,50.9,3.7
GSUP_00559,81.62,86.64,76.91,52.56,54.82,29.98,881.0,0.777,7.0,25.4,0.0224,0.1228,38.4,1.8
GSUP_00103,87.36,85.74,78.99,50.8,58.28,27.74,581.0,0.8457,8.7,17.5,0.003,0.1111,44.4,2.5
GSUP_00368,72.13,75.99,87.3,78.02,65.6,28.29,927.0,0.7224,14.1,38.3,0.0747,0.1579,64.9,3.0
GSUP_00201,88.31,87.15,75.45,52.89,54.7,26.57,678.0,0.8251,14.9,8.4,0.0156,0.1185,41.8,2.3
GSUP_00544,95.01,87.07,82.93,76.55,66.78,17.26,473.0,0.8132,8.2,35.6,0.0032,0.181,51.8,3.1
GSUP_00577,86.04,81.67,60.12,58.58,56.12,29.14,410.0,0.6998,6.8,50.1,0.0376,0.1261,43.9,2.3
GSUP_00006,86.56,87.75,85.92,55.13,52.23,13.2,171.0,0.8686,15.9,52.6,0.006,0.1156,41.0,2.4
GSUP_00098,81.59,83.51,63.4,42.42,56.98,30.88,335.0,0.7885,10.0,38.7,0.0327,0.1384,41.7,1.6
GSUP_00533,77.28,77.12,73.2,73.24,56.65,31.03,974.0,0.7706,8.8,14.6,0.0334,0.181,46.0,2.6
GSUP_00283,90.04,86.28,79.97,84.01,56.22,26.47,332.0,0.803,6.2,98.2,0.0084,0.1884,50.4,3.3
GSUP_00384,84.04,79.19,86.35,60.59,67.17,37.23,101.0,0.7575,7.6,13.5,0.0071,0.1241,55.3,2.4
GSUP_00140,90.57,87.68,81.31,81.0,71.27,27.97,107.0,0.7527,6.0,26.4,0.0214,0.1651,51.5,2.9
GSUP_00282,84.87,81.05,82.56,48.46,43.7,41.19,590.0,0.7657,6.9,6.2,0.0163,0.0991,33.2,2.4
GSUP_00172,74.12,78.62,75.34,63.85,66.98,35.75,236.0,0.7584,14.2,96.4,0.0547,0.1469,50.8,2.3
GSUP_00325,76.24,78.62,83.47,51.51,67.35,44.48,514.0,0.7601,9.6,31.2,0.004,0.1055,54.1,2.0
GSUP_00330,87.52,89.06,81.12,76.44,50.17,40.77,684.0,0.8599,8.8,35.6,0.0282,0.1899,46.8,2.7
GSUP_00370,88.56,89.43,66.81,54.11,56.96,31.63,329.0,0.7905,10.4,3.6,0.0275,0.2,44.8,2.2
GSUP_00568,79.51,84.67,82.23,63.88,53.75,34.64,134.0,0.8435,10.8,36.6,0.0351,0.1369,42.6,2.4
GSUP_00223,86.36,83.78,66.8,72.61,66.09,35.83,99.0,0.8372,12.7,37.8,0.0119,0.1573,61.8,2.9
GSUP_00363,78.78,83.03,78.27,80.18,75.26,38.79,169.0,0.7151,16.7,28.7,0.0233,0.1852,64.6,2.9
GSUP_00343,79.83,81.93,90.42,81.32,68.59,45.52,257.0,0.8115,8.3,10.3,0.03,0.2,57.7,2.8
GSUP_00316,86.35,85.87,82.65,39.09,43.9,39.0,399.0,0.7672,14.8,18.1,0.0171,0.1231,44.9,1.8
GSUP_00323,65.93,70.6,79.53,70.94,73.9,53.91,774.0,0.6731,12.7,4.8,0.0317,0.1431,61.6,3.0
GSUP_00538,79.53,80.4,77.9,61.54,63.46,36.55,180.0,0.7242,7.1,17.3,0.0489,0.1268,40.8,2.3
GSUP_00497,84.18,85.58,74.55,62.56,55.68,35.65,75.0,0.8517,9.3,8.7,0.0108,0.1532,48.7,2.0
GSUP_00431,94.71,95.31,56.28,66.29,65.79,27.28,96.0,0.8246,7.4,12.3,0.013,0.1559,44.7,3.0
GSUP_00040,92.71,89.08,78.52,46.69,63.78,14.85,926.0,0.8237,12.3,6.3,0.007,0.0962,53.3,1.5
GSUP_00093,75.52,81.73,82.68,68.86,49.99,48.41,486.0,0.7472,8.1,8.3,0.037,0.1517,31.4,3.2
GSUP_00030,91.29,88.99,62.9,51.4,66.41,10.97,631.0,0.7999,7.8,3.9,0.019,0.1332,50.8,2.0
GSUP_00574,88.45,87.99,80.58,43.48,55.15,36.5,673.0,0.8331,5.4,62.6,0.0076,0.0919,42.3,1.6
GSUP_00203,79.53,79.39,83.5,71.87,45.4,39.09,479.0,0.6904,8.3,20.1,0.016,0.1847,32.5,3.1
GSUP_00515,94.08,87.8,61.62,72.86,58.79,23.78,279.0,0.8407,5.6,14.1,0.0065,0.1468,45.3,3.3
GSUP_00187,89.24,87.34,85.97,75.51,72.62,33.09,544.0,0.8708,7.7,20.4,0.0154,0.1815,63.3,2.9
GSUP_00120,75.19,79.1,62.83,57.0,65.71,42.86,896.0,0.7678,12.3,25.8,0.0746,0.1331,49.0,2.2
GSUP_00502,90.86,85.43,68.61,80.25,78.21,15.86,115.0,0.8363,6.6,63.2,0.0023,0.1681,65.3,3.1
GSUP_00427,89.24,85.57,70.01,65.19,58.11,43.87,669.0,0.7735,8.1,6.7,0.0098,0.1559,41.7,3.0
GSUP_00499,92.52,94.01,76.78,75.72,79.56,26.26,101.0,0.8449,4.9,10.4,0.0092,0.1819,62.7,3.2
GSUP_00561,83.65,87.77,75.6,75.17,80.38,54.99,793.0,0.8142,5.8,91.3,0.03,0.2,65.9,2.8
GSUP_00128,82.68,76.49,83.93,54.7,66.32,43.61,86.0,0.6554,9.8,13.1,0.0208,0.1186,48.1,1.9
GSUP_00405,86.35,80.38,82.09,53.76,67.05,33.21,892.0,0.7972,7.2,2.5,0.0066,0.1307,47.1,1.9
GSUP_00181,80.13,77.7,91.69,63.62,49.53,29.72,263.0,0.6772,10.1,5.8,0.0243,0.1457,42.1,2.3
GSUP_00432,84.69,86.05,71.16,83.32,78.84,30.73,592.0,0.848,5.9,2.6,0.0099,0.1815,68.7,3.1
GSUP_00493,83.65,82.57,71.43,59.1,59.45,34.9,435.0,0.7122,6.8,112.3,0.0354,0.1624,47.2,2.5
GSUP_00268,85.2,79.82,52.41,62.73,61.68,48.11,208.0,0.777,9.4,9.8,0.0456,0.1255,47.1,2.1
GSUP_00426,87.45,83.35,63.54,66.84,64.17,43.53,418.0,0.7275,9.0,63.7,0.0174,0.1403,52.1,2.6
GSUP_00021,79.59,78.7,83.04,53.92,44.64,41.11,1836.0,0.6734,7.3,120.0,0.0086,0.1233,36.0,2.3
GSUP_00206,95.53,92.31,89.41,79.15,60.81,42.23,196.0,0.8843,7.1,24.0,0.0027,0.1622,49.9,3.0
GSUP_00469,92.17,88.14,78.03,54.17,69.44,7.31,647.0,0.7862,10.8,2.8,0.0075,0.156,42.9,1.7
GSUP_00594,86.74,79.17,91.84,68.87,50.02,37.51,400.0,0.7578,11.0,4.0,0.0338,0.1586,34.7,2.3
GSUP_00598,73.73,77.01,65.86,70.1,72.87,52.59,1299.0,0.7187,8.0,17.8,0.016,0.1532,54.1,2.4
GSUP_00185,91.38,89.07,72.55,71.65,70.07,33.06,167.0,0.7716,7.9,14.5,0.0043,0.177,56.8,3.2
GSUP_00188,79.99,86.87,69.51,66.1,56.34,20.62,388.0,0.8599,9.0,24.4,0.0046,0.1442,46.0,2.8
GSUP_00475,96.63,92.99,83.3,49.73,60.65,37.68,295.0,0.8535,4.5,15.9,0.005,0.1158,51.7,1.6
GSUP_00160,83.67,82.19,82.05,79.81,62.92,41.12,332.0,0.7892,12.4,67.3,0.0067,0.1597,51.6,3.1
GSUP_00044,79.35,83.61,69.95,34.58,43.9,38.67,505.0,0.7736,13.4,20.4,0.0101,0.0783,28.6,1.2
GSUP_00233,82.66,81.94,95.52,59.55,60.66,34.97,39.0,0.7708,12.3,30.4,0.0417,0.1221,55.8,2.5
GSUP_00419,83.63,84.08,80.44,64.27,59.77,52.9,199.0,0.7529,11.4,56.4,0.025,0.152,54.2,2.6
GSUP_00453,84.31,85.4,62.2,64.8,61.77,36.67,500.0,0.7516,10.0,5.8,0.0261,0.1426,43.1,2.6
GSUP_00293,79.16,81.66,65.51,54.16,62.53,33.5,803.0,0.7606,9.7,8.3,0.015,0.1155,51.7,2.0
GSUP_00314,87.67,86.06,81.15,67.89,64.36,22.23,463.0,0.7883,9.2,4.7,0.0317,0.1484,48.5,2.4
GSUP_00242,87.68,80.74,52.36,67.57,61.36,39.51,140.0,0.7335,11.8,5.6,0.0272,0.1399,49.8,2.9
GSUP_00088,74.59,75.34,93.65,71.74,63.73,49.97,535.0,0.7163,11.2,19.2,0.0341,0.1953,56.3,3.2
GSUP_00392,90.0,87.99,80.47,71.15,51.2,29.17,142.0,0.8391,6.6,11.3,0.006,0.1434,51.6,3.3
GSUP_00485,82.42,78.15,79.6,67.81,70.0,29.77,369.0,0.6697,8.8,15.2,0.0468,0.1757,59.8,2.3
GSUP_00286,79.06,73.25,70.74,73.58,70.76,51.79,1284.0,0.6598,15.2,99.1,0.0102,0.1615,58.1,3.2
GSUP_00434,85.15,81.95,76.2,65.89,67.69,23.96,680.0,0.7472,6.7,6.1,0.0206,0.1511,52.5,2.9
GSUP_00579,86.56,88.43,74.24,49.87,50.92,49.88,110.0,0.7645,8.9,20.7,0.0044,0.107,41.6,2.4
GSUP_00144,70.12,75.1,89.08,48.77,57.33,35.06,1995.0,0.6649,17.3,4.5,0.089,0.1656,52.7,1.7
GSUP_00439,95.24,86.85,70.27,64.19,73.64,13.54,156.0,0.745,9.3,11.2,0.0056,0.135,58.7,2.8
GSUP_00495,78.8,83.9,62.44,49.34,56.46,23.93,881.0,0.8385,21.5,20.0,0.0097,0.1165,40.7,1.5
GSUP_00033,84.46,79.07,70.1,37.8,54.49,22.95,96.0,0.7595,10.7,72.3,0.005,0.1761,35.5,1.6
GSUP_00051,83.84,85.99,80.16,78.6,73.85,29.91,743.0,0.7422,5.9,13.9,0.0365,0.1998,61.6,3.0
GSUP_00209,89.15,86.61,71.55,84.18,76.19,24.76,102.0,0.7388,10.9,3.6,0.009,0.1837,62.2,3.6
GSUP_00099,89.98,81.76,65.8,51.29,56.04,40.73,197.0,0.7831,7.7,13.8,0.0013,0.1954,41.6,2.4
GSUP_00328,87.3,85.94,63.29,55.23,65.86,39.39,24.0,0.7871,7.6,5.8,0.0138,0.1346,57.8,2.1
GSUP_00352,68.28,72.11,76.26,51.96,60.28,41.99,162.0,0.698,9.7,8.3,0.1186,0.1086,46.1,2.1
GSUP_00597,74.18,77.02,74.31,64.56,71.44,70.84,108.0,0.7613,8.5,25.1,0.0239,0.1395,56.5,2.2
GSUP_00447,88.12,86.42,69.32,50.04,61.92,27.65,121.0,0.8123,7.4,3.7,0.0424,0.1082,49.5,1.9
GSUP_00486,83.85,84.06,83.72,54.48,47.27,31.82,110.0,0.7381,7.6,17.0,0.0469,0.1174,36.1,2.0
GSUP_00192,85.88,87.18,64.82,70.04,72.03,18.13,584.0,0.8433,8.6,24.6,0.0239,0.1687,58.8,2.5
GSUP_00166,87.97,85.4,82.01,46.22,60.05,29.59,50.0,0.8483,11.0,15.2,0.0088,0.11,53.8,2.2
GSUP_00108,89.1,91.92,86.52,59.92,46.28,30.85,316.0,0.8613,5.7,2.5,0.0197,0.1206,31.3,2.0
GSUP_00154,90.73,86.34,75.88,44.08,46.32,16.89,90.0,0.8222,6.5,103.6,0.01,0.1302,39.5,1.9
GSUP_00003,83.41,85.71,60.74,46.81,44.53,27.6,1448.0,0.7719,9.2,13.0,0.0265,0.1007,36.5,2.3
GSUP_00074,83.35,85.64,74.21,42.88,54.2,35.9,1399.0,0.777,9.2,38.2,0.0107,0.2,44.1,2.1
GSUP_00046,82.92,82.1,77.57,61.23,56.4,28.66,189.0,0.7883,13.5,11.5,0.0137,0.1841,49.5,2.7
GSUP_00310,86.43,82.43,82.11,59.45,53.09,24.71,399.0,0.8154,6.6,17.5,0.0254,0.1753,42.7,2.1
GSUP_00525,90.16,90.77,62.53,36.32,44.5,35.51,94.0,0.8572,10.6,13.8,0.0151,0.106,38.0,1.8
GSUP_00531,87.9,88.12,86.11,58.5,66.1,16.79,1095.0,0.8534,7.6,12.1,0.0021,0.122,56.5,2.1
GSUP_00345,95.28,89.93,91.26,42.82,45.41,14.5,189.0,0.7876,7.9,2.5,0.0098,0.1008,33.8,2.1
GSUP_00026,82.5,86.28,62.3,82.99,63.6,34.64,41.0,0.7608,6.0,12.7,0.0212,0.1711,52.4,3.5
GSUP_00477,96.04,92.98,65.89,71.22,70.65,32.55,94.0,0.8646,6.1,54.9,0.0025,0.1485,55.3,3.1
GSUP_00494,76.7,77.67,71.89,68.68,70.97,41.41,179.0,0.6808,8.2,30.1,0.0568,0.1562,56.1,2.3
GSUP_00337,80.82,81.46,65.7,71.48,73.0,32.91,307.0,0.77,7.6,5.8,0.0212,0.1438,56.8,2.9
GSUP_00285,70.77,76.08,65.03,57.28,71.71,38.74,1058.0,0.68,9.9,23.5,0.0347,0.1843,59.7,2.6
GSUP_00332,78.12,76.14,84.76,70.54,52.25,48.21,417.0,0.7376,12.8,55.5,0.0441,0.1913,42.2,3.2
GSUP_00333,89.41,91.88,62.22,50.42,59.24,36.32,154.0,0.8924,8.7,30.9,0.0111,0.1104,49.4,1.5
GSUP_00143,84.51,75.27,89.59,59.44,44.78,35.66,130.0,0.6922,10.6,5.9,0.0032,0.1334,35.7,2.8
GSUP_00165,90.06,90.7,65.98,46.25,54.9,24.98,155.0,0.7956,7.2,50.6,0.006,0.1051,35.9,1.4
GSUP_00238,85.51,86.71,83.96,88.51,82.01,31.59,124.0,0.8212,7.3,10.6,0.0326,0.2,65.8,3.7
GSUP_00500,74.52,84.17,57.33,39.53,42.25,30.22,1393.0,0.8407,17.0,16.5,0.0123,0.1024,34.1,1.8
GSUP_00255,83.33,84.59,77.22,49.29,65.09,31.45,79.0,0.798,8.5,19.9,0.0283,0.1051,53.3,1.6
GSUP_00374,92.93,94.25,90.53,49.0,69.71,20.36,205.0,0.8062,5.0,47.6,0.011,0.1098,52.8,1.5
GSUP_00372,85.47,83.49,74.94,82.02,58.97,31.21,300.0,0.7118,7.1,66.4,0.0248,0.1752,41.2,3.6
GSUP_00202,85.55,88.39,62.57,58.4,61.07,26.17,121.0,0.7938,8.2,65.7,0.018,0.1809,52.0,2.2
GSUP_00298,87.77,90.78,62.85,49.52,57.05,34.12,432.0,0.7983,7.1,2.2,0.0073,0.1029,44.3,1.6
GSUP_00296,73.32,74.51,66.14,67.68,79.59,49.17,527.0,0.7243,8.1,63.2,0.027,0.1372,64.5,3.0
GSUP_00545,82.21,84.71,92.8,81.39,65.99,29.68,277.0,0.8274,11.4,3.3,0.0183,0.2,51.4,3.6
GSUP_00289,84.84,77.43,94.67,58.36,45.82,26.23,426.0,0.6882,11.2,9.4,0.04,0.1621,36.6,2.4
GSUP_00067,80.97,82.54,71.17,44.47,60.41,41.87,423.0,0.7419,9.7,19.4,0.0387,0.13,46.1,1.4
GSUP_00055,81.93,85.07,69.69,47.13,65.28,35.36,292.0,0.7532,6.2,17.7,0.0109,0.1086,47.4,1.4
GSUP_00017,91.28,85.24,68.89,73.77,78.49,25.12,276.0,0.8407,7.3,24.3,0.017,0.1691,65.2,3.2
GSUP_00047,74.46,75.8,77.52,70.82,58.1,53.79,897.0,0.7015,16.1,17.7,0.0087,0.1582,43.5,2.9
GSUP_00503,93.73,89.61,82.33,51.65,53.34,20.6,39.0,0.8498,11.0,67.4,0.0094,0.1047,43.5,2.2
GSUP_00414,93.53,91.55,94.47,56.02,67.54,5.84,139.0,0.8352,5.7,8.6,0.0091,0.1301,56.1,2.6
GSUP_00483,92.07,84.86,72.75,64.84,53.44,21.43,20.0,0.8016,6.5,9.7,0.0056,0.13,39.8,2.5
GSUP_00540,69.45,73.91,84.86,69.78,66.53,59.28,215.0,0.671,10.0,62.8,0.01,0.1474,47.2,2.4
GSUP_00224,80.39,77.5,74.84,66.58,59.79,33.38,485.0,0.6982,8.8,3.9,0.0126,0.187,60.0,3.1
GSUP_00212,91.73,92.9,79.89,70.52,50.56,21.11,511.0,0.8781,7.9,24.6,0.0054,0.1483,37.8,2.9
GSUP_00418,90.93,88.15,67.59,49.79,58.31,28.35,612.0,0.8275,15.6,29.5,0.006,0.1558,49.8,2.1
GSUP_00264,89.16,84.81,75.94,76.26,72.98,40.09,51.0,0.7583,7.4,18.9,0.0206,0.1583,68.1,3.5
GSUP_00349,82.37,85.56,82.73,82.45,64.37,32.32,290.0,0.7464,6.1,30.4,0.0033,0.1724,55.4,3.7
GSUP_00542,84.19,83.12,83.32,63.93,52.6,38.88,459.0,0.7525,13.2,6.6,0.0386,0.1477,40.6,2.6
GSUP_00380,84.75,87.63,84.17,60.0,64.54,29.44,113.0,0.7994,5.6,48.0,0.0091,0.1487,51.3,2.2
GSUP_00520,76.64,76.0,83.37,40.35,60.22,44.87,1020.0,0.7177,17.0,5.6,0.0378,0.0946,44.0,2.1
